PK_m,Abscisa,Latitud,Longitud,Cota_terreno_msnm,Cota_rasante_msnm,Cobertura_m
6408.9,K6+408.92,4.378254,-75.251966,1480.4,1012.4,467.9
6443.8,K6+443.75,4.378331,-75.25227,1491.3,1012.8,478.6
6478.6,K6+478.58,4.378409,-75.252574,1499.5,1013.1,486.3
6513.4,K6+513.42,4.378486,-75.252878,1518.9,1013.4,505.5
6548.2,K6+548.25,4.378564,-75.253182,1516.5,1013.8,502.7
6583.1,K6+583.08,4.378641,-75.253487,1554.1,1014.1,540.0
6617.9,K6+617.91,4.378719,-75.253791,1573.4,1014.4,559.0
6652.7,K6+652.74,4.378796,-75.254095,1606.1,1014.8,591.3
6687.6,K6+687.57,4.378874,-75.254399,1620.0,1015.1,604.9
6722.4,K6+722.40,4.378951,-75.254703,1609.9,1015.4,594.4
6757.2,K6+757.23,4.379028,-75.255007,1591.9,1015.8,576.1
6792.1,K6+792.06,4.379106,-75.255312,1566.7,1016.1,550.6
6826.9,K6+826.90,4.379183,-75.255616,1542.3,1016.4,525.9
6861.7,K6+861.73,4.379261,-75.25592,1518.3,1016.8,501.6
6896.6,K6+896.56,4.379338,-75.256224,1495.1,1017.1,478.0
6931.4,K6+931.39,4.379416,-75.256528,1471.0,1017.4,453.5
6966.2,K6+966.22,4.379493,-75.256832,1472.5,1017.8,454.7
7001.1,K7+001.05,4.379571,-75.257137,1477.7,1018.1,459.6
7035.9,K7+035.88,4.379648,-75.257441,1499.3,1018.4,480.8
7070.7,K7+070.71,4.379726,-75.257745,1490.6,1018.8,471.8
7105.5,K7+105.54,4.379803,-75.258049,1474.6,1019.1,455.5
7140.4,K7+140.38,4.37988,-75.258353,1488.2,1019.4,468.8
7175.2,K7+175.21,4.379958,-75.258657,1477.9,1019.8,458.1
7210.0,K7+210.04,4.380035,-75.258962,1485.2,1020.1,465.1
7244.9,K7+244.87,4.380113,-75.259266,1506.7,1020.4,486.2
7279.7,K7+279.70,4.38019,-75.25957,1526.8,1020.8,506.0
7314.5,K7+314.53,4.380268,-75.259874,1581.6,1021.1,560.5
7349.4,K7+349.36,4.380345,-75.260178,1595.0,1021.5,573.6
7384.2,K7+384.19,4.380423,-75.260482,1617.5,1021.8,595.7
7419.0,K7+419.02,4.3805,-75.260787,1623.8,1022.1,601.7
7453.9,K7+453.85,4.380578,-75.261091,1632.1,1022.5,609.6
7488.7,K7+488.69,4.380655,-75.261395,1648.6,1022.8,625.8
7523.5,K7+523.52,4.380732,-75.261699,1684.0,1023.1,660.9
7558.3,K7+558.35,4.38081,-75.262003,1697.2,1023.5,673.8
7593.2,K7+593.18,4.380887,-75.262307,1689.6,1023.8,665.8
7628.0,K7+628.01,4.380965,-75.262612,1674.7,1024.1,650.6
7662.8,K7+662.84,4.381042,-75.262916,1667.1,1024.5,642.7
7697.7,K7+697.67,4.38112,-75.26322,1621.2,1024.8,596.4
7732.5,K7+732.50,4.381197,-75.263524,1595.5,1025.1,570.4
7767.3,K7+767.33,4.381275,-75.263828,1559.0,1025.5,533.5
7802.2,K7+802.17,4.381352,-75.264132,1535.2,1025.8,509.4
7837.0,K7+837.00,4.381429,-75.264437,1509.3,1026.1,483.2
7871.8,K7+871.83,4.381507,-75.264741,1486.5,1026.5,460.0
7906.7,K7+906.66,4.381584,-75.265045,1479.1,1026.8,452.3
7941.5,K7+941.49,4.381662,-75.265349,1473.3,1027.1,446.2
7976.3,K7+976.32,4.381739,-75.265653,1464.6,1027.5,437.1
8011.2,K8+011.15,4.381817,-75.265957,1481.0,1027.8,453.2
8046.0,K8+045.98,4.381894,-75.266262,1455.3,1028.1,427.2
8080.8,K8+080.81,4.381972,-75.266566,1436.3,1028.5,407.9
8115.6,K8+115.65,4.382049,-75.26687,1431.1,1028.8,402.4
8150.5,K8+150.48,4.382127,-75.267174,1457.2,1029.1,428.1
8185.3,K8+185.31,4.382204,-75.267478,1455.7,1029.5,426.2
8220.1,K8+220.14,4.382281,-75.267782,1443.6,1029.8,413.8
8255.0,K8+254.97,4.382359,-75.268087,1428.3,1030.1,398.2
8289.8,K8+289.80,4.382436,-75.268391,1428.8,1030.5,398.3
8324.6,K8+324.63,4.382514,-75.268695,1444.2,1030.8,413.4
8359.5,K8+359.46,4.382591,-75.268999,1466.3,1031.1,435.2
8394.3,K8+394.29,4.382669,-75.269303,1483.1,1031.5,451.7
8429.1,K8+429.13,4.382746,-75.269608,1522.5,1031.8,490.7
8464.0,K8+463.96,4.382824,-75.269912,1547.7,1032.1,515.5
8498.8,K8+498.79,4.382901,-75.270216,1572.4,1032.5,540.0
8533.6,K8+533.62,4.382978,-75.27052,1580.5,1032.8,547.7
8568.5,K8+568.45,4.383056,-75.270824,1593.8,1033.1,560.7
8603.3,K8+603.28,4.383133,-75.271128,1595.4,1033.5,561.9
8638.1,K8+638.11,4.383211,-75.271433,1627.0,1033.8,593.2
8672.9,K8+672.94,4.383288,-75.271737,1634.9,1034.1,600.7
8707.8,K8+707.77,4.383366,-75.272041,1630.0,1034.5,595.5
8742.6,K8+742.61,4.383443,-75.272345,1605.4,1034.8,570.6
8777.4,K8+777.44,4.383521,-75.272649,1566.2,1035.1,531.1
8812.3,K8+812.27,4.383598,-75.272953,1546.9,1035.5,511.4
8847.1,K8+847.10,4.383676,-75.273258,1527.2,1035.8,491.4
8881.9,K8+881.93,4.383753,-75.273562,1527.5,1036.1,491.4
8916.8,K8+916.76,4.38383,-75.273866,1540.3,1036.5,503.8
8951.6,K8+951.59,4.383908,-75.27417,1560.4,1036.8,523.6
8986.4,K8+986.42,4.383985,-75.274474,1581.7,1037.1,544.6
9021.3,K9+021.25,4.384063,-75.274778,1597.8,1037.5,560.4
9056.1,K9+056.09,4.38414,-75.275083,1573.2,1037.8,535.4
9090.9,K9+090.92,4.384218,-75.275387,1550.8,1038.1,512.7
9125.7,K9+125.75,4.384295,-75.275691,1533.2,1038.5,494.7
9160.6,K9+160.58,4.384373,-75.275995,1528.6,1038.8,489.8
9195.4,K9+195.41,4.38445,-75.276299,1537.7,1039.1,498.5
9230.2,K9+230.24,4.384527,-75.276603,1539.2,1039.5,499.7
9265.1,K9+265.07,4.384605,-75.276908,1565.1,1039.8,525.3
9299.9,K9+299.90,4.384682,-75.277212,1572.2,1040.1,532.1
9334.7,K9+334.73,4.38476,-75.277516,1574.9,1040.5,534.4
9369.6,K9+369.57,4.384837,-75.27782,1565.6,1040.8,524.8
9404.4,K9+404.40,4.384915,-75.278124,1540.3,1041.2,499.2
9439.2,K9+439.23,4.384992,-75.278428,1514.5,1041.5,473.0
9474.1,K9+474.06,4.38507,-75.278733,1494.7,1041.8,452.9
9508.9,K9+508.89,4.385147,-75.279037,1459.0,1042.2,416.8
9543.7,K9+543.72,4.385224,-75.279341,1454.7,1042.5,412.2
9578.6,K9+578.55,4.385302,-75.279645,1456.6,1042.8,413.8
9613.4,K9+613.38,4.385379,-75.279949,1452.7,1043.2,409.6
9648.2,K9+648.21,4.385457,-75.280254,1458.4,1043.5,414.9
9683.0,K9+683.05,4.385534,-75.280558,1452.0,1043.8,408.2
9717.9,K9+717.88,4.385612,-75.280862,1459.6,1044.2,415.4
9752.7,K9+752.71,4.385689,-75.281166,1460.9,1044.5,416.4
9787.5,K9+787.54,4.385767,-75.28147,1481.5,1044.8,436.7
9822.4,K9+822.37,4.385844,-75.281774,1494.2,1045.2,449.0
9857.2,K9+857.20,4.385921,-75.282079,1515.7,1045.5,470.2
9892.0,K9+892.03,4.385999,-75.282383,1568.0,1045.8,522.2
9926.9,K9+926.86,4.386076,-75.282687,1573.9,1046.2,527.7
9961.7,K9+961.69,4.386154,-75.282991,1563.2,1046.5,516.7
9996.5,K9+996.53,4.386231,-75.283295,1545.6,1046.8,498.8
10031.4,K10+031.36,4.386309,-75.283599,1564.0,1047.2,516.8
10066.2,K10+066.19,4.386386,-75.283904,1548.3,1047.5,500.8
10101.0,K10+101.02,4.386464,-75.284208,1529.5,1047.8,481.7
10135.8,K10+135.85,4.386541,-75.284512,1504.7,1048.2,456.6
10170.7,K10+170.68,4.386618,-75.284816,1483.6,1048.5,435.1
10205.5,K10+205.51,4.386696,-75.28512,1463.4,1048.8,414.6
10240.3,K10+240.34,4.386773,-75.285424,1461.6,1049.2,412.5
10275.2,K10+275.17,4.386851,-75.285729,1493.2,1049.5,443.7
10310.0,K10+310.00,4.386928,-75.286033,1497.8,1049.8,447.9
10344.8,K10+344.84,4.387006,-75.286337,1493.9,1050.2,443.8
10379.7,K10+379.67,4.387083,-75.286641,1483.8,1050.5,433.3
10414.5,K10+414.50,4.38716,-75.286945,1482.4,1050.8,431.5
10449.3,K10+449.33,4.387238,-75.28725,1474.8,1051.2,423.6
10484.2,K10+484.16,4.387315,-75.287554,1458.7,1051.5,407.2
10519.0,K10+518.99,4.387393,-75.287858,1446.4,1051.8,394.6
10553.8,K10+553.82,4.38747,-75.288162,1446.0,1052.2,393.8
10588.7,K10+588.65,4.387548,-75.288466,1437.9,1052.5,385.4
10623.5,K10+623.48,4.387625,-75.28877,1391.2,1052.8,338.4
10658.3,K10+658.32,4.387703,-75.289075,1370.8,1053.2,317.6
10693.1,K10+693.15,4.38778,-75.289379,1349.7,1053.5,296.2
10728.0,K10+727.98,4.387857,-75.289683,1327.8,1053.8,273.9
10762.8,K10+762.81,4.387935,-75.289987,1306.6,1054.2,252.5
10797.6,K10+797.64,4.388012,-75.290291,1282.8,1054.5,228.3
10832.5,K10+832.47,4.38809,-75.290595,1270.3,1054.8,215.4
10867.3,K10+867.30,4.388167,-75.2909,1251.3,1055.2,196.1
10902.1,K10+902.13,4.388245,-75.291204,1235.6,1055.5,180.1
10937.0,K10+936.96,4.388322,-75.291508,1204.5,1055.8,148.6
10971.8,K10+971.80,4.3884,-75.291812,1158.4,1056.2,102.2
11006.6,K11+006.63,4.388477,-75.292116,1129.9,1056.5,73.4
11041.5,K11+041.46,4.388554,-75.29242,1126.2,1056.8,69.4
11076.3,K11+076.29,4.388632,-75.292725,1139.1,1057.2,81.9
11111.1,K11+111.12,4.388709,-75.293029,1159.5,1057.5,102.0
11146.0,K11+145.95,4.388787,-75.293333,1188.3,1057.8,130.5
11180.8,K11+180.78,4.388864,-75.293637,1213.6,1058.2,155.5
11215.6,K11+215.61,4.388942,-75.293941,1233.1,1058.5,174.6
11250.4,K11+250.44,4.389019,-75.294246,1240.3,1058.8,181.5
11285.3,K11+285.28,4.389096,-75.29455,1259.9,1059.2,200.7
11320.1,K11+320.11,4.389174,-75.294854,1259.6,1059.5,200.1
11354.9,K11+354.94,4.389251,-75.295158,1257.2,1059.8,197.4
11389.8,K11+389.77,4.389329,-75.295462,1285.1,1060.2,224.9
11424.6,K11+424.60,4.389406,-75.295766,1288.0,1060.5,227.5
11459.4,K11+459.43,4.389484,-75.296071,1286.4,1060.8,225.5
11494.3,K11+494.26,4.389561,-75.296375,1292.0,1061.2,230.8
11529.1,K11+529.09,4.389639,-75.296679,1317.0,1061.5,255.5
11563.9,K11+563.92,4.389716,-75.296983,1309.9,1061.9,248.0
11598.8,K11+598.76,4.389793,-75.297287,1296.5,1062.2,234.3
11633.6,K11+633.59,4.389871,-75.297591,1303.0,1062.5,240.5
11668.4,K11+668.42,4.389948,-75.297896,1295.7,1062.9,232.8
11703.2,K11+703.25,4.390026,-75.2982,1286.9,1063.2,223.7
11738.1,K11+738.08,4.390103,-75.298504,1293.3,1063.5,229.8
11772.9,K11+772.91,4.390181,-75.298808,1324.5,1063.9,260.6
11807.7,K11+807.74,4.390258,-75.299112,1323.2,1064.2,259.1
11842.6,K11+842.57,4.390335,-75.299417,1318.9,1064.5,254.4
11877.4,K11+877.40,4.390413,-75.299721,1329.9,1064.9,265.1
11912.2,K11+912.24,4.39049,-75.300025,1369.1,1065.2,303.9
11947.1,K11+947.07,4.390568,-75.300329,1376.0,1065.5,310.5
11981.9,K11+981.90,4.390645,-75.300633,1378.7,1065.9,312.8
12016.7,K12+016.73,4.390723,-75.300937,1398.7,1066.2,332.5
12051.6,K12+051.56,4.3908,-75.301242,1415.7,1066.5,349.2
12086.4,K12+086.39,4.390878,-75.301546,1425.9,1066.9,359.1
12121.2,K12+121.22,4.390955,-75.30185,1432.4,1067.2,365.2
12156.1,K12+156.05,4.391032,-75.302154,1445.0,1067.5,377.5
12190.9,K12+190.88,4.39111,-75.302458,1447.6,1067.9,379.7
12225.7,K12+225.72,4.391187,-75.302762,1448.7,1068.2,380.5
12260.5,K12+260.55,4.391265,-75.303067,1424.1,1068.5,355.6
12295.4,K12+295.38,4.391342,-75.303371,1410.7,1068.9,341.9
12330.2,K12+330.21,4.39142,-75.303675,1393.3,1069.2,324.1
12365.0,K12+365.04,4.391497,-75.303979,1382.9,1069.5,313.4
12399.9,K12+399.87,4.391574,-75.304283,1354.3,1069.9,284.4
12434.7,K12+434.70,4.391652,-75.304588,1339.9,1070.2,269.7
12469.5,K12+469.53,4.391729,-75.304892,1342.7,1070.5,272.1
12504.4,K12+504.36,4.391807,-75.305196,1345.2,1070.9,274.4
12539.2,K12+539.20,4.391884,-75.3055,1362.5,1071.2,291.3
12574.0,K12+574.03,4.391962,-75.305804,1372.2,1071.5,300.7
12608.9,K12+608.86,4.392039,-75.306108,1379.3,1071.9,307.4
12643.7,K12+643.69,4.392116,-75.306413,1378.9,1072.2,306.7
12678.5,K12+678.52,4.392194,-75.306717,1385.1,1072.5,312.6
12713.4,K12+713.35,4.392271,-75.307021,1390.8,1072.9,317.9
12748.2,K12+748.18,4.392349,-75.307325,1388.9,1073.2,315.7
12783.0,K12+783.01,4.392426,-75.307629,1355.7,1073.5,282.2
12817.8,K12+817.84,4.392504,-75.307934,1352.3,1073.9,278.5
12852.7,K12+852.68,4.392581,-75.308238,1351.9,1074.2,277.7
12887.5,K12+887.51,4.392659,-75.308542,1338.0,1074.5,263.4
12922.3,K12+922.34,4.392736,-75.308846,1327.7,1074.9,252.9
12957.2,K12+957.17,4.392813,-75.30915,1320.7,1075.2,245.5
12992.0,K12+992.00,4.392891,-75.309454,1313.2,1075.5,237.7
13026.8,K13+026.83,4.392968,-75.309759,1292.8,1075.9,216.9
13061.7,K13+061.66,4.393046,-75.310063,1279.4,1076.2,203.1
13096.5,K13+096.49,4.393123,-75.310367,1265.8,1076.5,189.2
13131.3,K13+131.32,4.393201,-75.310671,1242.8,1076.9,166.0
13166.2,K13+166.15,4.393278,-75.310975,1248.3,1077.2,171.1
13201.0,K13+200.99,4.393355,-75.311279,1249.3,1077.5,171.7
13235.8,K13+235.82,4.393433,-75.311584,1261.7,1077.9,183.8
13270.6,K13+270.65,4.39351,-75.311888,1274.7,1078.2,196.5
13305.5,K13+305.48,4.393588,-75.312192,1293.2,1078.5,214.6
13340.3,K13+340.31,4.393665,-75.312496,1305.9,1078.9,227.0
13375.1,K13+375.14,4.393743,-75.3128,1316.4,1079.2,237.2
13410.0,K13+409.97,4.39382,-75.313105,1334.1,1079.5,254.6
13444.8,K13+444.80,4.393897,-75.313409,1353.2,1079.9,273.3
13479.6,K13+479.63,4.393975,-75.313713,1370.5,1080.2,290.3
13514.5,K13+514.47,4.394052,-75.314017,1390.6,1080.5,310.1
13549.3,K13+549.30,4.39413,-75.314321,1408.6,1080.9,327.7
13584.1,K13+584.13,4.394207,-75.314625,1422.1,1081.2,340.8
13619.0,K13+618.96,4.394285,-75.31493,1431.1,1081.6,349.6
13653.8,K13+653.79,4.394362,-75.315234,1454.2,1081.9,372.3
13688.6,K13+688.62,4.394439,-75.315538,1460.2,1082.2,377.9
13723.5,K13+723.45,4.394517,-75.315842,1470.4,1082.6,387.9
13758.3,K13+758.28,4.394594,-75.316146,1489.1,1082.9,406.2
13793.1,K13+793.11,4.394672,-75.316451,1498.5,1083.2,415.3
13827.9,K13+827.95,4.394749,-75.316755,1503.4,1083.6,419.8
13862.8,K13+862.78,4.394827,-75.317059,1504.1,1083.9,420.2
13897.6,K13+897.61,4.394904,-75.317363,1516.4,1084.2,432.2
13932.4,K13+932.44,4.394981,-75.317667,1514.2,1084.6,429.7
13967.3,K13+967.27,4.395059,-75.317971,1508.0,1084.9,423.1
14002.1,K14+002.10,4.395136,-75.318276,1502.5,1085.2,417.2
14036.9,K14+036.93,4.395214,-75.31858,1523.1,1085.6,437.5
14071.8,K14+071.76,4.395291,-75.318884,1528.9,1085.9,443.1
14106.6,K14+106.59,4.395369,-75.319188,1535.0,1086.2,448.8
14141.4,K14+141.43,4.395446,-75.319492,1554.0,1086.6,467.5
14176.3,K14+176.26,4.395523,-75.319797,1545.8,1086.9,458.9
14211.1,K14+211.09,4.395601,-75.320101,1549.1,1087.2,461.9
14245.9,K14+245.92,4.395678,-75.320405,1554.0,1087.6,466.4
14280.8,K14+280.75,4.395756,-75.320709,1540.0,1087.9,452.1
14315.6,K14+315.58,4.395833,-75.321013,1522.4,1088.2,434.1
14350.4,K14+350.41,4.395911,-75.321317,1517.8,1088.6,429.3
14385.2,K14+385.24,4.395988,-75.321622,1542.1,1088.9,453.2
14420.1,K14+420.07,4.396065,-75.321926,1539.8,1089.2,450.6
14454.9,K14+454.91,4.396143,-75.32223,1539.1,1089.6,449.5
14489.7,K14+489.74,4.39622,-75.322534,1545.1,1089.9,455.2
14524.6,K14+524.57,4.396298,-75.322838,1549.5,1090.2,459.2
14559.4,K14+559.40,4.396375,-75.323143,1550.0,1090.6,459.4
14594.2,K14+594.23,4.396453,-75.323447,1556.8,1090.9,465.9
14629.1,K14+629.06,4.39653,-75.323751,1583.4,1091.2,492.2
14663.9,K14+663.89,4.396607,-75.324055,1603.9,1091.6,512.3
14698.7,K14+698.72,4.396685,-75.324359,1617.0,1091.9,525.1
14733.6,K14+733.55,4.396762,-75.324663,1631.4,1092.2,539.1
14768.4,K14+768.39,4.39684,-75.324968,1638.6,1092.6,546.1
14803.2,K14+803.22,4.396917,-75.325272,1667.5,1092.9,574.6
14838.0,K14+838.05,4.396995,-75.325576,1683.6,1093.2,590.4
14872.9,K14+872.88,4.397072,-75.32588,1683.2,1093.6,589.6
14907.7,K14+907.71,4.397149,-75.326184,1663.5,1093.9,569.6
14942.5,K14+942.54,4.397227,-75.326489,1675.9,1094.2,581.7
14977.4,K14+977.37,4.397304,-75.326793,1694.0,1094.6,599.5
15012.2,K15+012.20,4.397382,-75.327097,1731.5,1094.9,636.6
15047.0,K15+047.03,4.397459,-75.327401,1746.4,1095.2,651.1
15081.9,K15+081.87,4.397537,-75.327705,1757.7,1095.6,662.2
15116.7,K15+116.70,4.397614,-75.328009,1771.6,1095.9,675.7
15151.5,K15+151.53,4.397691,-75.328314,1759.4,1096.2,663.2
15186.4,K15+186.36,4.397769,-75.328618,1759.6,1096.6,663.0
15221.2,K15+221.19,4.397846,-75.328922,1765.4,1096.9,668.5
15256.0,K15+256.02,4.397924,-75.329226,1778.7,1097.2,681.4
15290.9,K15+290.85,4.398001,-75.32953,1790.3,1097.6,692.7
15325.7,K15+325.68,4.398078,-75.329835,1805.2,1097.9,707.3
15360.5,K15+360.51,4.398156,-75.330139,1825.4,1098.2,727.1
15395.3,K15+395.35,4.398233,-75.330443,1861.4,1098.6,762.9
15430.2,K15+430.18,4.398311,-75.330747,1870.1,1098.9,771.2
15465.0,K15+465.01,4.398388,-75.331051,1871.3,1099.2,772.1
15499.8,K15+499.84,4.398466,-75.331355,1871.8,1099.6,772.2
15534.7,K15+534.67,4.398543,-75.33166,1889.4,1099.9,789.5
15569.5,K15+569.50,4.39862,-75.331964,1893.9,1100.2,793.6
15604.3,K15+604.33,4.398698,-75.332268,1903.7,1100.6,803.2
15639.2,K15+639.16,4.398775,-75.332572,1922.7,1100.9,821.8
15674.0,K15+673.99,4.398853,-75.332876,1925.0,1101.3,823.8
15708.8,K15+708.83,4.39893,-75.333181,1930.1,1101.6,828.5
15743.7,K15+743.66,4.399008,-75.333485,1923.9,1101.9,822.0
15778.5,K15+778.49,4.399085,-75.333789,1899.0,1102.3,796.8
15813.3,K15+813.32,4.399162,-75.334093,1901.1,1102.6,798.5
15848.1,K15+848.15,4.39924,-75.334397,1899.1,1102.9,796.2
15883.0,K15+882.98,4.399317,-75.334701,1885.5,1103.3,782.2
15917.8,K15+917.81,4.399395,-75.335006,1882.1,1103.6,778.5
15952.6,K15+952.64,4.399472,-75.33531,1877.5,1103.9,773.6
15987.5,K15+987.47,4.399549,-75.335614,1874.8,1104.3,770.5
16022.3,K16+022.30,4.399627,-75.335918,1851.3,1104.6,746.7
16057.1,K16+057.14,4.399704,-75.336222,1868.3,1104.9,763.4
16092.0,K16+091.97,4.399782,-75.336527,1884.4,1105.3,779.1
16126.8,K16+126.80,4.399859,-75.336831,1927.7,1105.6,822.1
16161.6,K16+161.63,4.399937,-75.337135,1927.3,1105.9,821.4
16196.5,K16+196.46,4.400014,-75.337439,1929.0,1106.3,822.7
16231.3,K16+231.29,4.400091,-75.337743,1923.9,1106.6,817.3
16266.1,K16+266.12,4.400169,-75.338048,1904.8,1106.9,797.9
16301.0,K16+300.95,4.400246,-75.338352,1899.6,1107.3,792.3
16335.8,K16+335.78,4.400324,-75.338656,1897.9,1107.6,790.3
16370.6,K16+370.62,4.400401,-75.33896,1895.2,1107.9,787.2
16405.4,K16+405.45,4.400479,-75.339264,1885.6,1108.3,777.3
16440.3,K16+440.28,4.400556,-75.339568,1898.3,1108.6,789.7
16475.1,K16+475.11,4.400633,-75.339873,1931.7,1108.9,822.7
16509.9,K16+509.94,4.400711,-75.340177,1928.4,1109.3,819.2
16544.8,K16+544.77,4.400788,-75.340481,1954.9,1109.6,845.3
16579.6,K16+579.60,4.400866,-75.340785,1978.8,1109.9,868.9
16614.4,K16+614.43,4.400943,-75.341089,1988.0,1110.3,877.8
16649.3,K16+649.26,4.40102,-75.341394,1982.4,1110.6,871.8
16684.1,K16+684.10,4.401098,-75.341698,1993.0,1110.9,882.0
16718.9,K16+718.93,4.401175,-75.342002,2001.6,1111.3,890.3
16753.8,K16+753.76,4.401253,-75.342306,1998.5,1111.6,886.9
16788.6,K16+788.59,4.40133,-75.34261,2003.4,1111.9,891.5
16823.4,K16+823.42,4.401408,-75.342914,2012.1,1112.3,899.9
16858.3,K16+858.25,4.401485,-75.343219,2015.3,1112.6,902.7
16893.1,K16+893.08,4.401562,-75.343523,1994.0,1112.9,881.1
16927.9,K16+927.91,4.40164,-75.343827,1992.1,1113.3,878.8
16962.7,K16+962.74,4.401717,-75.344131,1996.7,1113.6,883.1
16997.6,K16+997.58,4.401795,-75.344435,2000.9,1113.9,887.0
17032.4,K17+032.41,4.401872,-75.34474,1984.3,1114.3,870.0
17067.2,K17+067.24,4.40195,-75.345044,1986.0,1114.6,871.4
17102.1,K17+102.07,4.402027,-75.345348,1986.6,1114.9,871.6
17136.9,K17+136.90,4.402104,-75.345652,1974.2,1115.3,859.0
17171.7,K17+171.73,4.402182,-75.345956,1984.2,1115.6,868.6
17206.6,K17+206.56,4.402259,-75.346261,2008.9,1115.9,893.0
17241.4,K17+241.39,4.402337,-75.346565,2018.9,1116.3,902.7
17276.2,K17+276.22,4.402414,-75.346869,2023.6,1116.6,907.0
17311.1,K17+311.06,4.402491,-75.347173,2030.6,1116.9,913.7
17345.9,K17+345.89,4.402569,-75.347477,2045.8,1117.3,928.5
17380.7,K17+380.72,4.402646,-75.347781,2044.7,1117.6,927.1
17415.5,K17+415.55,4.402724,-75.348086,2052.1,1117.9,934.2
17450.4,K17+450.38,4.402801,-75.34839,2061.9,1118.3,943.6
17485.2,K17+485.21,4.402879,-75.348694,2077.8,1118.6,959.2
17520.0,K17+520.04,4.402956,-75.348998,2103.2,1118.9,984.3
17554.9,K17+554.87,4.403033,-75.349302,2121.4,1119.3,1002.1
17589.7,K17+589.70,4.403111,-75.349607,2130.0,1119.6,1010.4
17624.5,K17+624.54,4.403188,-75.349911,2131.2,1119.9,1011.2
17659.4,K17+659.37,4.403266,-75.350215,2129.1,1120.3,1008.8
17694.2,K17+694.20,4.403343,-75.350519,2117.0,1120.6,996.3
17729.0,K17+729.03,4.40342,-75.350823,2112.9,1120.9,992.0
17763.9,K17+763.86,4.403498,-75.351128,2096.0,1121.3,974.7
17798.7,K17+798.69,4.403575,-75.351432,2088.6,1121.6,967.0
17833.5,K17+833.52,4.403653,-75.351736,2084.7,1122.0,962.7
17868.4,K17+868.35,4.40373,-75.35204,2086.6,1122.3,964.3
17903.2,K17+903.18,4.403807,-75.352344,2071.6,1122.6,949.0
17938.0,K17+938.02,4.403885,-75.352648,2084.9,1123.0,962.0
17972.8,K17+972.85,4.403962,-75.352953,2090.1,1123.3,966.9
18007.7,K18+007.68,4.40404,-75.353257,2082.7,1123.6,959.1
18042.5,K18+042.51,4.404117,-75.353561,2071.9,1124.0,947.9
18077.3,K18+077.34,4.404195,-75.353865,2056.1,1124.3,931.8
18112.2,K18+112.17,4.404272,-75.354169,2037.8,1124.6,913.2
18147.0,K18+147.00,4.404349,-75.354474,2012.8,1125.0,887.8
18181.8,K18+181.83,4.404427,-75.354778,1999.1,1125.3,873.8
18216.7,K18+216.66,4.404504,-75.355082,1982.6,1125.6,856.9
18251.5,K18+251.50,4.404582,-75.355386,1966.7,1126.0,840.7
18286.3,K18+286.33,4.404659,-75.35569,1940.0,1126.3,813.7
18321.2,K18+321.16,4.404736,-75.355995,1908.9,1126.6,782.3
18356.0,K18+355.99,4.404814,-75.356299,1887.8,1127.0,760.8
18390.8,K18+390.82,4.404891,-75.356603,1868.2,1127.3,740.9
18425.7,K18+425.65,4.404969,-75.356907,1848.7,1127.6,721.1
18460.5,K18+460.48,4.405046,-75.357211,1831.8,1128.0,703.8
18495.3,K18+495.31,4.405124,-75.357515,1813.2,1128.3,684.9
18530.1,K18+530.14,4.405201,-75.35782,1785.5,1128.6,656.8
18565.0,K18+564.98,4.405278,-75.358124,1767.9,1129.0,638.9
18599.8,K18+599.81,4.405356,-75.358428,1747.2,1129.3,617.9
18634.6,K18+634.64,4.405433,-75.358732,1725.8,1129.6,596.2
18669.5,K18+669.47,4.405511,-75.359036,1695.0,1130.0,565.1
18704.3,K18+704.30,4.405588,-75.359341,1684.4,1130.3,554.1
18739.1,K18+739.13,4.405665,-75.359645,1676.2,1130.6,545.5
18774.0,K18+773.96,4.405743,-75.359949,1685.3,1131.0,554.4
18808.8,K18+808.79,4.40582,-75.360253,1701.6,1131.3,570.3
18843.6,K18+843.62,4.405898,-75.360557,1713.9,1131.6,582.3
18878.5,K18+878.45,4.405975,-75.360862,1743.2,1132.0,611.2
18913.3,K18+913.29,4.406052,-75.361166,1769.8,1132.3,637.5
18948.1,K18+948.12,4.40613,-75.36147,1793.2,1132.6,660.5
18982.9,K18+982.95,4.406207,-75.361774,1807.3,1133.0,674.4
19017.8,K19+017.78,4.406285,-75.362078,1806.6,1133.3,673.3
19052.6,K19+052.61,4.406362,-75.362383,1835.6,1133.6,702.0
19087.4,K19+087.44,4.40644,-75.362687,1854.7,1134.0,720.7
19122.3,K19+122.27,4.406517,-75.362991,1876.0,1134.3,741.7
19157.1,K19+157.10,4.406594,-75.363295,1891.6,1134.6,757.0
19191.9,K19+191.93,4.406672,-75.363599,1919.4,1135.0,784.4
19226.8,K19+226.77,4.406749,-75.363903,1945.9,1135.3,810.6
19261.6,K19+261.60,4.406827,-75.364208,1962.5,1135.6,826.9
19296.4,K19+296.43,4.406904,-75.364512,1973.9,1136.0,837.9
19331.3,K19+331.26,4.406981,-75.364816,1993.7,1136.3,857.4
19366.1,K19+366.09,4.407059,-75.36512,2013.7,1136.6,877.0
19400.9,K19+400.92,4.407136,-75.365424,2070.1,1137.0,933.1
19435.8,K19+435.75,4.407214,-75.365729,2088.2,1137.3,950.9
19470.6,K19+470.58,4.407291,-75.366033,2088.1,1137.6,950.5
