PK_m,Abscisa,Latitud,Longitud,Cota_terreno_msnm,Cota_rasante_msnm,Cobertura_m
19505.4,K19+505.41,4.407368,-75.366337,2075.0,1138.0,937.0
19540.2,K19+540.25,4.407446,-75.366641,2077.6,1138.3,939.3
19575.1,K19+575.08,4.407523,-75.366945,2080.4,1138.6,941.8
19609.9,K19+609.91,4.407601,-75.36725,2088.5,1139.0,949.5
19644.7,K19+644.74,4.407678,-75.367554,2075.8,1139.3,936.5
19679.6,K19+679.57,4.407755,-75.367858,2061.7,1139.6,922.1
19714.4,K19+714.40,4.407833,-75.368162,2050.7,1140.0,910.7
19749.2,K19+749.23,4.40791,-75.368466,2040.0,1140.3,899.7
19784.1,K19+784.06,4.407988,-75.368771,2006.8,1140.6,866.1
19818.9,K19+818.89,4.408065,-75.369075,1999.4,1141.0,858.4
19853.7,K19+853.73,4.408143,-75.369379,1990.1,1141.3,848.7
19888.6,K19+888.56,4.40822,-75.369683,1962.9,1141.7,821.3
19923.4,K19+923.39,4.408297,-75.369987,1943.6,1142.0,801.6
19958.2,K19+958.22,4.408375,-75.370291,1921.5,1142.3,779.2
19993.1,K19+993.05,4.408452,-75.370596,1903.3,1142.7,760.6
20027.9,K20+027.88,4.40853,-75.3709,1869.1,1143.0,726.1
20062.7,K20+062.71,4.408607,-75.371204,1859.5,1143.3,716.2
20097.5,K20+097.54,4.408684,-75.371508,1859.5,1143.7,715.8
20132.4,K20+132.37,4.408762,-75.371812,1839.0,1144.0,695.0
20167.2,K20+167.21,4.408839,-75.372117,1832.7,1144.3,688.4
20202.0,K20+202.04,4.408917,-75.372421,1820.9,1144.7,676.3
20236.9,K20+236.87,4.408994,-75.372725,1806.2,1145.0,661.2
20271.7,K20+271.70,4.409071,-75.373029,1783.7,1145.3,638.4
20306.5,K20+306.53,4.409149,-75.373333,1766.3,1145.7,620.7
20341.4,K20+341.36,4.409226,-75.373638,1748.7,1146.0,602.7
20376.2,K20+376.19,4.409304,-75.373942,1730.7,1146.3,584.4
20411.0,K20+411.02,4.409381,-75.374246,1709.4,1146.7,562.7
20445.9,K20+445.85,4.409458,-75.37455,1684.5,1147.0,537.5
20480.7,K20+480.69,4.409536,-75.374854,1663.3,1147.3,515.9
20515.5,K20+515.52,4.409613,-75.375159,1652.5,1147.7,504.8
20550.3,K20+550.35,4.409691,-75.375463,1674.0,1148.0,526.0
20585.2,K20+585.18,4.409768,-75.375767,1695.1,1148.3,546.7
20620.0,K20+620.01,4.409845,-75.376071,1716.9,1148.7,568.2
20654.8,K20+654.84,4.409923,-75.376375,1740.0,1149.0,591.0
20689.7,K20+689.67,4.41,-75.37668,1765.6,1149.3,616.3
20724.5,K20+724.50,4.410078,-75.376984,1794.8,1149.7,645.2
20759.3,K20+759.33,4.410155,-75.377288,1812.1,1150.0,662.1
20794.2,K20+794.17,4.410232,-75.377592,1830.7,1150.3,680.4
20829.0,K20+829.00,4.41031,-75.377896,1846.2,1150.7,695.5
20863.8,K20+863.83,4.410387,-75.3782,1876.4,1151.0,725.4
20898.7,K20+898.66,4.410465,-75.378505,1883.5,1151.3,732.2
20933.5,K20+933.49,4.410542,-75.378809,1885.6,1151.7,733.9
20968.3,K20+968.32,4.410619,-75.379113,1886.7,1152.0,734.7
21003.2,K21+003.15,4.410697,-75.379417,1870.9,1152.3,718.6
21038.0,K21+037.98,4.410774,-75.379721,1876.0,1152.7,723.3
21072.8,K21+072.81,4.410852,-75.380026,1888.3,1153.0,735.3
21107.6,K21+107.65,4.410929,-75.38033,1910.4,1153.3,757.1
21142.5,K21+142.48,4.411007,-75.380634,1931.9,1153.7,778.2
21177.3,K21+177.31,4.411084,-75.380938,1945.4,1154.0,791.4
21212.1,K21+212.14,4.411161,-75.381242,1958.2,1154.3,803.8
21247.0,K21+246.97,4.411239,-75.381547,1977.0,1154.7,822.4
21281.8,K21+281.80,4.411316,-75.381851,1990.0,1155.0,835.0
21316.6,K21+316.63,4.411394,-75.382155,2003.8,1155.3,848.4
21351.5,K21+351.46,4.411471,-75.382459,2016.9,1155.7,861.2
21386.3,K21+386.29,4.411548,-75.382763,2015.5,1156.0,859.5
21421.1,K21+421.13,4.411626,-75.383068,2019.4,1156.3,863.1
21456.0,K21+455.96,4.411703,-75.383372,2005.6,1156.7,848.9
21490.8,K21+490.79,4.411781,-75.383676,1990.5,1157.0,833.5
21525.6,K21+525.62,4.411858,-75.38398,1966.8,1157.3,809.4
21560.4,K21+560.45,4.411935,-75.384284,1949.7,1157.7,792.0
21595.3,K21+595.28,4.412013,-75.384589,1926.8,1158.0,768.8
21630.1,K21+630.11,4.41209,-75.384893,1910.0,1158.3,751.6
21664.9,K21+664.94,4.412168,-75.385197,1909.4,1158.7,750.7
21699.8,K21+699.77,4.412245,-75.385501,1911.1,1159.0,752.1
21734.6,K21+734.60,4.412322,-75.385805,1913.7,1159.3,754.4
21769.4,K21+769.44,4.4124,-75.38611,1899.9,1159.7,740.2
21804.3,K21+804.27,4.412477,-75.386414,1904.8,1160.0,744.8
21839.1,K21+839.10,4.412555,-75.386718,1906.2,1160.3,745.8
21873.9,K21+873.93,4.412632,-75.387022,1900.6,1160.7,739.9
21908.8,K21+908.76,4.412709,-75.387326,1868.0,1161.0,707.0
21943.6,K21+943.59,4.412787,-75.38763,1852.8,1161.4,691.4
21978.4,K21+978.42,4.412864,-75.387935,1828.2,1161.7,666.5
22013.3,K22+013.25,4.412942,-75.388239,1800.6,1162.0,638.6
22048.1,K22+048.08,4.413019,-75.388543,1780.2,1162.4,617.8
22082.9,K22+082.92,4.413096,-75.388847,1759.6,1162.7,596.9
22117.7,K22+117.75,4.413174,-75.389151,1745.7,1163.0,582.6
22152.6,K22+152.58,4.413251,-75.389456,1728.1,1163.4,564.8
22187.4,K22+187.41,4.413329,-75.38976,1721.3,1163.7,557.6
22222.2,K22+222.24,4.413406,-75.390064,1714.6,1164.0,550.6
22257.1,K22+257.07,4.413483,-75.390368,1719.3,1164.4,555.0
22291.9,K22+291.90,4.413561,-75.390672,1704.4,1164.7,539.7
22326.7,K22+326.73,4.413638,-75.390977,1676.5,1165.0,511.5
22361.6,K22+361.56,4.413716,-75.391281,1684.2,1165.4,518.9
22396.4,K22+396.40,4.413793,-75.391585,1685.4,1165.7,519.7
22431.2,K22+431.23,4.41387,-75.391889,1695.4,1166.0,529.4
22466.1,K22+466.06,4.413948,-75.392193,1704.0,1166.4,537.6
22500.9,K22+500.89,4.414025,-75.392498,1715.7,1166.7,549.0
22535.7,K22+535.72,4.414103,-75.392802,1743.6,1167.0,576.6
22570.6,K22+570.55,4.41418,-75.393106,1756.9,1167.4,589.5
22605.4,K22+605.38,4.414257,-75.39341,1767.7,1167.7,600.0
22640.2,K22+640.21,4.414335,-75.393714,1796.1,1168.0,628.1
22675.0,K22+675.04,4.414412,-75.394019,1806.5,1168.4,638.2
22709.9,K22+709.88,4.41449,-75.394323,1827.3,1168.7,658.6
22744.7,K22+744.71,4.414567,-75.394627,1840.9,1169.0,671.8
22779.5,K22+779.54,4.414644,-75.394931,1856.5,1169.4,687.1
22814.4,K22+814.37,4.414722,-75.395235,1876.0,1169.7,706.3
22849.2,K22+849.20,4.414799,-75.39554,1893.5,1170.0,723.4
22884.0,K22+884.03,4.414876,-75.395844,1898.7,1170.4,728.4
22918.9,K22+918.86,4.414954,-75.396148,1899.7,1170.7,729.0
22953.7,K22+953.69,4.415031,-75.396452,1903.7,1171.0,732.7
22988.5,K22+988.52,4.415109,-75.396756,1905.9,1171.4,734.6
23023.4,K23+023.36,4.415186,-75.397061,1890.1,1171.7,718.4
23058.2,K23+058.19,4.415263,-75.397365,1911.4,1172.0,739.4
23093.0,K23+093.02,4.415341,-75.397669,1923.4,1172.4,751.0
23127.8,K23+127.85,4.415418,-75.397973,1930.6,1172.7,757.9
23162.7,K23+162.68,4.415496,-75.398277,1936.3,1173.0,763.2
23197.5,K23+197.51,4.415573,-75.398582,1945.0,1173.4,771.6
23232.3,K23+232.34,4.41565,-75.398886,1961.6,1173.7,787.9
23267.2,K23+267.17,4.415728,-75.39919,1986.0,1174.0,812.0
23302.0,K23+302.00,4.415805,-75.399494,1998.9,1174.4,824.5
23336.8,K23+336.84,4.415883,-75.399798,2017.9,1174.7,843.2
23371.7,K23+371.67,4.41596,-75.400103,2034.3,1175.0,859.2
23406.5,K23+406.50,4.416037,-75.400407,2048.8,1175.4,873.4
23441.3,K23+441.33,4.416115,-75.400711,2077.3,1175.7,901.6
23476.2,K23+476.16,4.416192,-75.401015,2086.7,1176.0,910.6
23511.0,K23+510.99,4.41627,-75.401319,2104.0,1176.4,927.6
23545.8,K23+545.82,4.416347,-75.401624,2120.6,1176.7,943.9
23580.7,K23+580.65,4.416424,-75.401928,2144.3,1177.0,967.3
23615.5,K23+615.48,4.416502,-75.402232,2166.9,1177.4,989.5
23650.3,K23+650.32,4.416579,-75.402536,2189.2,1177.7,1011.4
23685.1,K23+685.15,4.416657,-75.40284,2204.9,1178.0,1026.8
23720.0,K23+719.98,4.416734,-75.403145,2222.9,1178.4,1044.6
23754.8,K23+754.81,4.416811,-75.403449,2247.6,1178.7,1068.9
23789.6,K23+789.64,4.416889,-75.403753,2276.9,1179.0,1097.8
23824.5,K23+824.47,4.416966,-75.404057,2286.9,1179.4,1107.5
23859.3,K23+859.30,4.417044,-75.404361,2307.3,1179.7,1127.6
23894.1,K23+894.13,4.417121,-75.404666,2338.7,1180.0,1158.7
23929.0,K23+928.96,4.417198,-75.40497,2353.1,1180.4,1172.7
23963.8,K23+963.80,4.417276,-75.405274,2365.7,1180.7,1185.0
23998.6,K23+998.63,4.417353,-75.405578,2375.0,1181.0,1193.9
24033.5,K24+033.46,4.417431,-75.405882,2384.7,1181.4,1203.3
24068.3,K24+068.29,4.417508,-75.406187,2392.7,1181.7,1211.0
24103.1,K24+103.12,4.417585,-75.406491,2399.1,1182.1,1217.0
24138.0,K24+137.95,4.417663,-75.406795,2402.3,1182.4,1219.9
24172.8,K24+172.78,4.41774,-75.407099,2409.9,1182.7,1227.2
24207.6,K24+207.61,4.417817,-75.407403,2423.3,1183.1,1240.3
24242.4,K24+242.44,4.417895,-75.407708,2437.0,1183.4,1253.6
24277.3,K24+277.28,4.417972,-75.408012,2449.2,1183.7,1265.4
24312.1,K24+312.11,4.41805,-75.408316,2459.7,1184.1,1275.6
24346.9,K24+346.94,4.418127,-75.40862,2469.2,1184.4,1284.8
24381.8,K24+381.77,4.418204,-75.408924,2486.5,1184.7,1301.8
24416.6,K24+416.60,4.418282,-75.409229,2495.0,1185.1,1310.0
24451.4,K24+451.43,4.418359,-75.409533,2501.5,1185.4,1316.1
24486.3,K24+486.26,4.418437,-75.409837,2491.9,1185.7,1306.2
24521.1,K24+521.09,4.418514,-75.410141,2476.5,1186.1,1290.5
24555.9,K24+555.92,4.418591,-75.410445,2472.9,1186.4,1286.5
24590.8,K24+590.75,4.418669,-75.41075,2468.2,1186.7,1281.5
24625.6,K24+625.59,4.418746,-75.411054,2470.2,1187.1,1283.1
24660.4,K24+660.42,4.418824,-75.411358,2464.1,1187.4,1276.7
24695.2,K24+695.25,4.418901,-75.411662,2460.5,1187.7,1272.8
24730.1,K24+730.08,4.418978,-75.411966,2448.1,1188.1,1260.0
24764.9,K24+764.91,4.419056,-75.412271,2431.0,1188.4,1242.6
24799.7,K24+799.74,4.419133,-75.412575,2421.1,1188.7,1232.4
24834.6,K24+834.57,4.419211,-75.412879,2413.6,1189.1,1224.6
24869.4,K24+869.40,4.419288,-75.413183,2404.9,1189.4,1215.5
24904.2,K24+904.23,4.419365,-75.413487,2381.6,1189.7,1191.9
24939.1,K24+939.07,4.419443,-75.413792,2370.3,1190.1,1180.2
24973.9,K24+973.90,4.41952,-75.414096,2357.7,1190.4,1167.3
25008.7,K25+008.73,4.419597,-75.4144,2345.0,1190.7,1154.2
25043.6,K25+043.56,4.419675,-75.414704,2340.1,1191.1,1149.1
25078.4,K25+078.39,4.419752,-75.415008,2344.6,1191.4,1153.2
25113.2,K25+113.22,4.41983,-75.415313,2342.1,1191.7,1150.3
25148.1,K25+148.05,4.419907,-75.415617,2354.8,1192.1,1162.8
25182.9,K25+182.88,4.419984,-75.415921,2344.7,1192.4,1152.3
25217.7,K25+217.71,4.420062,-75.416225,2332.5,1192.7,1139.8
25252.5,K25+252.55,4.420139,-75.416529,2302.4,1193.1,1109.3
25287.4,K25+287.38,4.420217,-75.416834,2294.0,1193.4,1100.6
25322.2,K25+322.21,4.420294,-75.417138,2282.4,1193.7,1088.6
25357.0,K25+357.04,4.420371,-75.417442,2266.6,1194.1,1072.5
25391.9,K25+391.87,4.420449,-75.417746,2257.5,1194.4,1063.1
25426.7,K25+426.70,4.420526,-75.41805,2252.4,1194.7,1057.7
25461.5,K25+461.53,4.420604,-75.418355,2244.3,1195.1,1049.2
25496.4,K25+496.36,4.420681,-75.418659,2233.9,1195.4,1038.5
25531.2,K25+531.19,4.420758,-75.418963,2204.1,1195.7,1008.3
25566.0,K25+566.03,4.420836,-75.419267,2188.2,1196.1,992.1
25600.9,K25+600.86,4.420913,-75.419571,2173.1,1196.4,976.7
25635.7,K25+635.69,4.42099,-75.419876,2119.1,1196.7,922.3
25670.5,K25+670.52,4.421068,-75.42018,2103.2,1197.1,906.1
25705.4,K25+705.35,4.421145,-75.420484,2076.6,1197.4,879.2
25740.2,K25+740.18,4.421223,-75.420788,2051.1,1197.7,853.3
25775.0,K25+775.01,4.4213,-75.421092,2045.9,1198.1,847.8
25809.8,K25+809.84,4.421377,-75.421397,2039.4,1198.4,841.0
25844.7,K25+844.67,4.421455,-75.421701,2032.5,1198.7,833.8
25879.5,K25+879.51,4.421532,-75.422005,2030.3,1199.1,831.3
25914.3,K25+914.34,4.42161,-75.422309,2032.1,1199.4,832.6
25949.2,K25+949.17,4.421687,-75.422613,2032.3,1199.7,832.6
25984.0,K25+984.00,4.421764,-75.422918,2016.8,1200.1,816.7
26018.8,K26+018.83,4.421842,-75.423222,2018.5,1200.4,818.0
26053.7,K26+053.66,4.421919,-75.423526,2009.2,1200.7,808.5
26088.5,K26+088.49,4.421996,-75.42383,2003.6,1201.1,802.5
26123.3,K26+123.32,4.422074,-75.424134,1999.8,1201.4,798.3
26158.2,K26+158.15,4.422151,-75.424439,2003.9,1201.8,802.1
26193.0,K26+192.99,4.422229,-75.424743,2003.0,1202.1,800.9
26227.8,K26+227.82,4.422306,-75.425047,2003.1,1202.4,800.7
26262.6,K26+262.65,4.422383,-75.425351,2003.6,1202.8,800.9
26297.5,K26+297.48,4.422461,-75.425655,1986.4,1203.1,783.3
26332.3,K26+332.31,4.422538,-75.42596,1968.9,1203.4,765.5
26367.1,K26+367.14,4.422616,-75.426264,1937.4,1203.8,733.7
26402.0,K26+401.97,4.422693,-75.426568,1919.0,1204.1,714.9
26436.8,K26+436.80,4.42277,-75.426872,1901.6,1204.4,697.2
26471.6,K26+471.63,4.422848,-75.427176,1881.8,1204.8,677.0
26506.5,K26+506.47,4.422925,-75.427481,1851.8,1205.1,646.8
26541.3,K26+541.30,4.423002,-75.427785,1837.3,1205.4,631.8
26576.1,K26+576.13,4.42308,-75.428089,1824.3,1205.8,618.5
26611.0,K26+610.96,4.423157,-75.428393,1811.8,1206.1,605.7
26645.8,K26+645.79,4.423235,-75.428697,1802.8,1206.4,596.4
26680.6,K26+680.62,4.423312,-75.429002,1790.3,1206.8,583.5
26715.5,K26+715.45,4.423389,-75.429306,1762.1,1207.1,555.0
26750.3,K26+750.28,4.423467,-75.42961,1751.2,1207.4,543.8
26785.1,K26+785.11,4.423544,-75.429914,1743.4,1207.8,535.7
26819.9,K26+819.95,4.423622,-75.430218,1745.7,1208.1,537.6
26854.8,K26+854.78,4.423699,-75.430523,1748.0,1208.4,539.6
26889.6,K26+889.61,4.423776,-75.430827,1747.9,1208.8,539.2
26924.4,K26+924.44,4.423854,-75.431131,1749.1,1209.1,540.0
26959.3,K26+959.27,4.423931,-75.431435,1765.3,1209.4,555.9
26994.1,K26+994.10,4.424008,-75.431739,1779.9,1209.8,570.1
27028.9,K27+028.93,4.424086,-75.432044,1793.6,1210.1,583.5
27063.8,K27+063.76,4.424163,-75.432348,1809.4,1210.4,598.9
27098.6,K27+098.59,4.424241,-75.432652,1833.9,1210.8,623.2
27133.4,K27+133.43,4.424318,-75.432956,1845.8,1211.1,634.7
27168.3,K27+168.26,4.424395,-75.43326,1857.0,1211.4,645.6
27203.1,K27+203.09,4.424473,-75.433565,1872.0,1211.8,660.2
27237.9,K27+237.92,4.42455,-75.433869,1887.7,1212.1,675.6
27272.7,K27+272.75,4.424627,-75.434173,1910.0,1212.4,697.6
27307.6,K27+307.58,4.424705,-75.434477,1923.7,1212.8,710.9
27342.4,K27+342.41,4.424782,-75.434782,1936.2,1213.1,723.1
27377.2,K27+377.24,4.42486,-75.435086,1949.0,1213.4,735.6
27412.1,K27+412.07,4.424937,-75.43539,1963.7,1213.8,749.9
27446.9,K27+446.90,4.425014,-75.435694,1979.6,1214.1,765.5
27481.7,K27+481.74,4.425092,-75.435998,2017.0,1214.4,802.5
27516.6,K27+516.57,4.425169,-75.436303,2013.7,1214.8,799.0
27551.4,K27+551.40,4.425247,-75.436607,2021.4,1215.1,806.3
27586.2,K27+586.23,4.425324,-75.436911,2032.9,1215.4,817.4
27621.1,K27+621.06,4.425401,-75.437215,2055.6,1215.8,839.8
27655.9,K27+655.89,4.425479,-75.437519,2082.0,1216.1,865.9
27690.7,K27+690.72,4.425556,-75.437824,2102.9,1216.4,886.5
27725.6,K27+725.55,4.425633,-75.438128,2122.0,1216.8,905.2
27760.4,K27+760.38,4.425711,-75.438432,2141.9,1217.1,924.7
27795.2,K27+795.22,4.425788,-75.438736,2149.4,1217.4,932.0
27830.0,K27+830.05,4.425866,-75.43904,2174.4,1217.8,956.6
27864.9,K27+864.88,4.425943,-75.439345,2191.2,1218.1,973.1
27899.7,K27+899.71,4.42602,-75.439649,2209.0,1218.4,990.5
27934.5,K27+934.54,4.426098,-75.439953,2220.9,1218.8,1002.1
27969.4,K27+969.37,4.426175,-75.440257,2229.1,1219.1,1009.9
28004.2,K28+004.20,4.426252,-75.440561,2244.2,1219.4,1024.8
28039.0,K28+039.03,4.42633,-75.440866,2254.1,1219.8,1034.3
28073.9,K28+073.86,4.426407,-75.44117,2265.6,1220.1,1045.5
28108.7,K28+108.70,4.426485,-75.441474,2283.5,1220.4,1063.0
28143.5,K28+143.53,4.426562,-75.441778,2313.1,1220.8,1092.3
28178.4,K28+178.36,4.426639,-75.442082,2310.7,1221.1,1089.6
28213.2,K28+213.19,4.426717,-75.442387,2301.5,1221.5,1080.0
28248.0,K28+248.02,4.426794,-75.442691,2308.6,1221.8,1086.8
28282.9,K28+282.85,4.426871,-75.442995,2308.6,1222.1,1086.5
28317.7,K28+317.68,4.426949,-75.443299,2317.8,1222.5,1095.4
28352.5,K28+352.51,4.427026,-75.443603,2322.2,1222.8,1099.4
28387.3,K28+387.34,4.427104,-75.443908,2294.9,1223.1,1071.8
28422.2,K28+422.18,4.427181,-75.444212,2291.7,1223.5,1068.3
28457.0,K28+457.01,4.427258,-75.444516,2290.0,1223.8,1066.2
28491.8,K28+491.84,4.427336,-75.44482,2289.7,1224.1,1065.5
28526.7,K28+526.67,4.427413,-75.445125,2259.5,1224.5,1035.1
28561.5,K28+561.50,4.42749,-75.445429,2254.0,1224.8,1029.2
28596.3,K28+596.33,4.427568,-75.445733,2257.7,1225.1,1032.6
28631.2,K28+631.16,4.427645,-75.446037,2251.7,1225.5,1026.2
28666.0,K28+665.99,4.427723,-75.446341,2255.0,1225.8,1029.2
28700.8,K28+700.82,4.4278,-75.446646,2257.6,1226.1,1031.5
28735.7,K28+735.66,4.427877,-75.44695,2263.4,1226.5,1036.9
28770.5,K28+770.49,4.427955,-75.447254,2257.3,1226.8,1030.5
28805.3,K28+805.32,4.428032,-75.447558,2267.6,1227.1,1040.5
28840.1,K28+840.15,4.428109,-75.447862,2271.9,1227.5,1044.4
28875.0,K28+874.98,4.428187,-75.448167,2267.4,1227.8,1039.6
28909.8,K28+909.81,4.428264,-75.448471,2248.3,1228.1,1020.2
28944.6,K28+944.64,4.428342,-75.448775,2248.0,1228.5,1019.6
28979.5,K28+979.47,4.428419,-75.449079,2237.8,1228.8,1009.0
29014.3,K29+014.30,4.428496,-75.449383,2214.8,1229.1,985.6
29049.1,K29+049.14,4.428574,-75.449688,2198.9,1229.5,969.4
29084.0,K29+083.97,4.428651,-75.449992,2178.4,1229.8,948.6
29118.8,K29+118.80,4.428728,-75.450296,2156.8,1230.1,926.6
29153.6,K29+153.63,4.428806,-75.4506,2128.6,1230.5,898.2
29188.5,K29+188.46,4.428883,-75.450904,2115.0,1230.8,884.2
29223.3,K29+223.29,4.428961,-75.451209,2109.0,1231.1,877.8
29258.1,K29+258.12,4.429038,-75.451513,2082.5,1231.5,851.0
29293.0,K29+292.95,4.429115,-75.451817,2063.0,1231.8,831.2
29327.8,K29+327.78,4.429193,-75.452121,2053.6,1232.1,821.5
29362.6,K29+362.62,4.42927,-75.452425,2052.7,1232.5,820.2
29397.4,K29+397.45,4.429347,-75.45273,2039.3,1232.8,806.5
29432.3,K29+432.28,4.429425,-75.453034,2047.9,1233.1,814.7
29467.1,K29+467.11,4.429502,-75.453338,2072.1,1233.5,838.6
29501.9,K29+501.94,4.42958,-75.453642,2087.1,1233.8,853.3
29536.8,K29+536.77,4.429657,-75.453947,2090.4,1234.1,856.3
29571.6,K29+571.60,4.429734,-75.454251,2121.6,1234.5,887.2
29606.4,K29+606.43,4.429812,-75.454555,2144.0,1234.8,909.2
29641.3,K29+641.26,4.429889,-75.454859,2134.3,1235.1,899.1
29676.1,K29+676.10,4.429966,-75.455163,2164.4,1235.5,928.9
29710.9,K29+710.93,4.430044,-75.455468,2177.2,1235.8,941.4
29745.8,K29+745.76,4.430121,-75.455772,2182.8,1236.1,946.6
29780.6,K29+780.59,4.430199,-75.456076,2156.5,1236.5,920.0
29815.4,K29+815.42,4.430276,-75.45638,2137.5,1236.8,900.7
29850.3,K29+850.25,4.430353,-75.456684,2128.1,1237.1,891.0
29885.1,K29+885.08,4.430431,-75.456989,2116.8,1237.5,879.4
29919.9,K29+919.91,4.430508,-75.457293,2117.8,1237.8,880.0
29954.7,K29+954.74,4.430585,-75.457597,2112.7,1238.1,874.6
29989.6,K29+989.58,4.430663,-75.457901,2101.4,1238.5,862.9
30024.4,K30+024.41,4.43074,-75.458205,2084.3,1238.8,845.4
30059.2,K30+059.24,4.430818,-75.45851,2093.0,1239.1,853.9
30094.1,K30+094.07,4.430895,-75.458814,2101.2,1239.5,861.7
30128.9,K30+128.90,4.430972,-75.459118,2107.7,1239.8,867.9
30163.7,K30+163.73,4.43105,-75.459422,2123.8,1240.1,883.7
30198.6,K30+198.56,4.431127,-75.459727,2133.8,1240.5,893.3
30233.4,K30+233.39,4.431204,-75.460031,2144.9,1240.8,904.1
30268.2,K30+268.22,4.431282,-75.460335,2143.4,1241.1,902.3
30303.1,K30+303.05,4.431359,-75.460639,2148.5,1241.5,907.0
30337.9,K30+337.89,4.431437,-75.460943,2147.4,1241.8,905.6
30372.7,K30+372.72,4.431514,-75.461248,2148.3,1242.2,906.2
30407.5,K30+407.55,4.431591,-75.461552,2152.5,1242.5,910.1
30442.4,K30+442.38,4.431669,-75.461856,2146.0,1242.8,903.2
30477.2,K30+477.21,4.431746,-75.46216,2135.4,1243.2,892.3
30512.0,K30+512.04,4.431823,-75.462464,2119.4,1243.5,875.9
30546.9,K30+546.87,4.431901,-75.462769,2117.7,1243.8,873.9
30581.7,K30+581.70,4.431978,-75.463073,2131.4,1244.2,887.2
30616.5,K30+616.53,4.432055,-75.463377,2145.9,1244.5,901.5
30651.4,K30+651.37,4.432133,-75.463681,2122.6,1244.8,877.7
30686.2,K30+686.20,4.43221,-75.463985,2105.2,1245.2,860.0
30721.0,K30+721.03,4.432288,-75.46429,2089.7,1245.5,844.2
30755.9,K30+755.86,4.432365,-75.464594,2065.2,1245.8,819.3
30790.7,K30+790.69,4.432442,-75.464898,2054.7,1246.2,808.5
30825.5,K30+825.52,4.43252,-75.465202,2063.0,1246.5,816.5
30860.4,K30+860.35,4.432597,-75.465507,2080.9,1246.8,834.1
30895.2,K30+895.18,4.432674,-75.465811,2099.8,1247.2,852.7
30930.0,K30+930.01,4.432752,-75.466115,2129.0,1247.5,881.5
30964.8,K30+964.85,4.432829,-75.466419,2149.4,1247.8,901.5
30999.7,K30+999.68,4.432907,-75.466723,2171.0,1248.2,922.8
31034.5,K31+034.51,4.432984,-75.467028,2159.1,1248.5,910.6
31069.3,K31+069.34,4.433061,-75.467332,2162.4,1248.8,913.5
31104.2,K31+104.17,4.433139,-75.467636,2158.2,1249.2,909.0
31139.0,K31+139.00,4.433216,-75.46794,2151.0,1249.5,901.5
31173.8,K31+173.83,4.433293,-75.468244,2156.8,1249.8,907.0
31208.7,K31+208.66,4.433371,-75.468549,2167.3,1250.2,917.1
31243.5,K31+243.49,4.433448,-75.468853,2181.9,1250.5,931.4
31278.3,K31+278.33,4.433525,-75.469157,2195.7,1250.8,944.9
31313.2,K31+313.16,4.433603,-75.469461,2215.9,1251.2,964.8
31348.0,K31+347.99,4.43368,-75.469765,2226.3,1251.5,974.8
31382.8,K31+382.82,4.433758,-75.47007,2208.9,1251.8,957.1
31417.7,K31+417.65,4.433835,-75.470374,2203.6,1252.2,951.4
31452.5,K31+452.48,4.433912,-75.470678,2195.7,1252.5,943.2
31487.3,K31+487.31,4.43399,-75.470982,2166.0,1252.8,913.2
31522.1,K31+522.14,4.434067,-75.471287,2163.8,1253.2,910.6
31557.0,K31+556.97,4.434144,-75.471591,2184.5,1253.5,931.0
31591.8,K31+591.81,4.434222,-75.471895,2201.6,1253.8,947.7
31626.6,K31+626.64,4.434299,-75.472199,2216.5,1254.2,962.4
31661.5,K31+661.47,4.434376,-75.472503,2228.9,1254.5,974.4
31696.3,K31+696.30,4.434454,-75.472808,2248.9,1254.8,994.1
31731.1,K31+731.13,4.434531,-75.473112,2273.1,1255.2,1017.9
31766.0,K31+765.96,4.434609,-75.473416,2289.8,1255.5,1034.2
31800.8,K31+800.79,4.434686,-75.47372,2307.3,1255.8,1051.5
31835.6,K31+835.62,4.434763,-75.474024,2320.9,1256.2,1064.8
31870.5,K31+870.45,4.434841,-75.474329,2352.4,1256.5,1095.9
31905.3,K31+905.29,4.434918,-75.474633,2336.3,1256.8,1079.5
31940.1,K31+940.12,4.434995,-75.474937,2340.9,1257.2,1083.7
31974.9,K31+974.95,4.435073,-75.475241,2348.8,1257.5,1091.3
32009.8,K32+009.78,4.43515,-75.475546,2311.9,1257.8,1054.0
32044.6,K32+044.61,4.435227,-75.47585,2317.8,1258.2,1059.6
32079.4,K32+079.44,4.435305,-75.476154,2323.2,1258.5,1064.7
32114.3,K32+114.27,4.435382,-75.476458,2327.8,1258.8,1069.0
32149.1,K32+149.10,4.43546,-75.476762,2296.4,1259.2,1037.2
32183.9,K32+183.93,4.435537,-75.477067,2299.3,1259.5,1039.8
32218.8,K32+218.77,4.435614,-75.477371,2305.0,1259.8,1045.1
32253.6,K32+253.60,4.435692,-75.477675,2311.3,1260.2,1051.1
32288.4,K32+288.43,4.435769,-75.477979,2308.9,1260.5,1048.3
32323.3,K32+323.26,4.435846,-75.478283,2333.2,1260.8,1072.4
32358.1,K32+358.09,4.435924,-75.478588,2343.4,1261.2,1082.2
32392.9,K32+392.92,4.436001,-75.478892,2315.6,1261.5,1054.0
32427.8,K32+427.75,4.436078,-75.479196,2297.2,1261.9,1035.3
32462.6,K32+462.58,4.436156,-75.4795,2275.6,1262.2,1013.5
32497.4,K32+497.41,4.436233,-75.479805,2265.1,1262.5,1002.6
